Company,Product,TypeName,Screen Size (inches),Resolution,IPS Panel,Retina Display,Full HD,CPU company,CPU series,CPU power Rating,CPU frequency(GHz),RAM (GB),SSD (GB),Flash Storage (GB),HDD (GB),"SSHD (Hybrid, GB)",GPU company,GPU series,Operating System,Weight,Price (INR)
HP,Omen 17 w207nv,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,12,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1070,Windows 10,3.35,182908
Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,1920x1080,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,32.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10,1.16,27358
Samsung,Chromebook 3,Netbook,11.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3060,1.6,4,0.0,0.0,0.0,0.0,Intel,HD Graphics 400,Chrome OS,1.15,24614
Lenovo,Thinkpad 13,Notebook,13.3,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.4,92415
Lenovo,IdeaPad 320s 14IKB,Notebook,14.0,1920x1080,0,0,0,Intel,i3,7130U,2.7,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.7,54808
Lenovo,Thinkpad T570,Workstation,15.6,3840x2160,0,0,0,Intel,i7,7600U,2.8,16,512.0,0.0,0.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.3,223718
Lenovo,Thinkpad P51,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7820HQ,2.9,16,512.0,0.0,0.0,0.0,Nvidia,Quadro M2200M,Windows 10,2.5,224084
Asus,Rog Strix,Gaming,17.3,1920x1080,0,0,0,AMD,Ryzen,1600H,3.2,8,256.0,0.0,1000.0,0.0,AMD,Radeon RX 580,Windows 10,3.2,155092
HP,15 ra044nv,Notebook,15.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3060,1.6,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 400,Windows 10,2.1,31750
Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,0,0,0,Intel,i7,7Y75,1.3,16,512.0,0.0,0.0,0.0,Intel,HD Graphics 615,Chrome OS,1.1,201208
Lenovo,ThinkPad T470s,Ultrabook,14.0,2560x1440,0,0,0,Intel,i7,7500U,2.7,24,512.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.32,217953
Asus,VivoBook Max,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,4,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Linux,2.0,51148
Lenovo,IdeaPad 320 15AST,Notebook,17.3,1600x900,0,0,0,AMD,A6,9220U,2.5,8,0.0,0.0,1000.0,0.0,AMD,Radeon R4,Windows 10,2.8,47488
Dell,Inspiron 5570,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,4,256.0,0.0,0.0,0.0,AMD,Radeon 530,Windows 10,2.2,68534
Lenovo,ThinkPad X270,Ultrabook,12.5,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.36,130754
Lenovo,IdeaPad 320 15IAP,Notebook,15.6,1920x1080,0,0,0,Intel,Pentium Quad Core,N4200,1.1,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 505,Windows 10,2.2,31934
HP,Omen 15 AX205na,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.2,100558
Dell,Latitude 5480,Notebook,14.0,1920x1080,0,0,0,Intel,i5,7440HQ,2.8,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 930MX,Windows 10,1.64,107878
Acer,Aspire ES1 572,Notebook,15.6,1366x768,0,0,0,Intel,i5,7200U,2.5,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 620,Linux,2.4,40425
Dell,Precision 3520,Workstation,15.6,1920x1080,0,0,0,Intel,Xeon_E3,1505M,3.0,8,0.0,0.0,1000.0,0.0,Nvidia,Quadro M620,Windows 10,2.23,182360
MSI,GV62 7RD 1686NL,Gaming,15.6,1920x1080,0,0,0,Intel,i5,7300HQ,2.5,8,256.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.2,94038
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,0,0,0,Intel,i7,7660U,2.5,16,512.0,0.0,0.0,0.0,Intel,Iris Plus Graphics 640,Windows 10 S,1.25,236894
HP,15 bs024nv,Notebook,15.6,1366x768,0,0,0,Intel,i5,7200U,2.5,8,128.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.91,53894
Dell,Precision 3520,Workstation,15.6,1920x1080,0,0,0,Intel,i7,6820HQ,2.7,16,256.0,0.0,0.0,0.0,Nvidia,Quadro M620,Windows 10,2.17,180712
HP,ProBook 650,Workstation,15.6,1920x1080,0,0,0,Intel,i7,7820HQ,2.9,8,512.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,2.31,140361
Lenovo,ThinkPad T470,Notebook,14.0,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.65,123068
Dell,Inspiron 5570,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,128.0,0.0,1000.0,0.0,AMD,Radeon 530,Windows 10,2.36,89578
Dell,Inspiron 3168,2 in 1 Convertible,11.6,1366x768,0,0,0,Intel,Pentium Quad Core,N3710,1.6,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 405,Windows 10,1.47,43828
Dell,Alienware 17,Notebook,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.7,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,4.42,187209
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,0,0,0,Intel,M,7Y30,2.2,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 615,Windows 10 S,1.252,90494
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,0,0,0,Intel,i7,7660U,2.5,8,256.0,0.0,0.0,0.0,Intel,Iris Plus Graphics 640,Windows 10 S,1.25,164608
HP,17 BS092ND,Notebook,17.3,1600x900,0,0,0,Intel,i3,6006U,2.0,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,2.5,58551
Acer,Aspire E5 576G,Notebook,15.6,1920x1080,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,1000.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.23,49776
Acer,TravelMate B,Netbook,11.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3060,1.6,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 400,Windows 10,1.4,39802
Asus,Pro P2540UA AB51,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.37,68534
Lenovo,IdeaPad 510s 14IKB,Notebook,14.0,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,512.0,0.0,0.0,0.0,AMD,Radeon R7 M460,Windows 10,1.5,73108
Lenovo,Thinkpad P51,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7820HQ,2.9,8,256.0,0.0,0.0,0.0,Nvidia,Quadro M2200M,Windows 10,2.67,191235
Asus,X541NA PD1003Y,Notebook,15.6,1366x768,0,0,0,Intel,Pentium Quad Core,N4200,1.1,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 500,Windows 10,2.0,27816
Acer,Aspire 5,Notebook,15.6,1366x768,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,500.0,0.0,Nvidia,GeForce GTX 940MX,Windows 10,2.2,42914
Dell,Inspiron 5570,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,0.0,0.0,2000.0,0.0,AMD,Radeon 530,Windows 10,2.02,69448
HP,Omen 17 an006nv,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,12,0.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,3.78,155458
Lenovo,Thinkpad T460s,Ultrabook,14.0,2560x1440,0,0,0,Intel,i7,6600U,2.6,12,256.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.4,170007
HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,0,0,0,Intel,i7,8550U,1.8,8,512.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.29,182908
HP,ZBook 15u,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,0.0,0.0,500.0,0.0,AMD,FirePro W4190M,Windows 10,1.9,105591
Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,0,0,0,Intel,i5,7Y57,1.2,8,128.0,0.0,0.0,0.0,Intel,HD Graphics 615,Chrome OS,1.1,116662
Dell,Latitude 7390,Ultrabook,13.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.42,168529
Asus,ZenBook Pro,Notebook,15.6,3840x2160,0,0,0,Intel,i7,6700HQ,2.6,12,128.0,0.0,1000.0,0.0,Intel,HD Graphics 530,Windows 10,2.06,118858
Dell,Latitude E5470,Notebook,14.0,1366x768,0,0,0,Intel,i3,6100U,2.3,8,128.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.79,67710
Dell,Precision M5520,Workstation,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,256.0,0.0,0.0,0.0,Nvidia,Quadro M1200,Windows 10,1.78,220332
Lenovo,Thinkpad T470,Notebook,14.0,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,180.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.7,124806
Dell,Inspiron 3576,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,0.0,0.0,1000.0,0.0,AMD,Radeon 520,Windows 10,2.2,61762
Toshiba,Portege X30 D,Notebook,13.3,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.05,152988
Dell,Inspiron 7570,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,512.0,0.0,0.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.16,115473
Dell,Vostro 3568,Notebook,15.6,1366x768,0,0,0,Intel,i3,7100U,2.4,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.18,53674
HP,ProBook 430,Notebook,13.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,4,128.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.49,66429
Chuwi,"Lapbook 15,6",Notebook,15.6,1920x1080,0,0,0,Intel,Atom_x5,Z8350,1.44,4,0.0,0.0,0.0,0.0,Intel,HD Graphics,Windows 10,1.89,22774
Lenovo,ThinkPad E570,Notebook,15.6,1366x768,0,0,0,Intel,i3,6006U,2.0,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,2.3,51698
Lenovo,ThinkPad E480,Notebook,14.0,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.75,95984
Dell,Precision 3520,Workstation,15.6,1920x1080,0,0,0,Intel,i7,6820HQ,2.7,16,512.0,0.0,0.0,0.0,Nvidia,Quadro M620,Windows 10,2.17,213927
Dell,XPS 15,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,512.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.06,173758
Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,0,0,0,Intel,i7,7500U,2.7,16,512.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.36,164517
Asus,Zenbook UX390UA,Ultrabook,12.5,1920x1080,0,0,0,Intel,i7,7500U,2.7,16,512.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,0.91,178425
Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.3,92597
Toshiba,Portege X30 D,Ultrabook,13.3,1920x1080,0,0,0,Intel,i7,7500U,2.7,32,512.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.05,256108
Asus,VivoBook Pro,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,1.99,123525
Acer,Aspire 5,Notebook,15.6,1366x768,0,0,0,AMD,A10,9620P,2.5,8,0.0,0.0,1000.0,0.0,AMD,Radeon RX 540,Windows 10,2.2,52978
Asus,Rog G752VL UH71T,Gaming,17.3,1920x1080,0,0,0,Intel,i7,6700HQ,2.6,24,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 965M,Windows 10,4.33,116114
Lenovo,Thinkpad X260,Ultrabook,12.5,1366x768,0,0,0,Intel,i5,6200U,2.3,8,180.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.3,100558
Lenovo,Ideapad 520 15IKBR,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,2.17,82249
HP,EliteBook 840,Notebook,14.0,1920x1080,0,0,0,Intel,i7,7600U,2.8,8,1000.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.48,160034
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,0,0,0,Intel,i3,7100U,2.4,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.4,86834
Lenovo,ThinkPad L570,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,2.3,83356
Asus,VivoBook E201NA,Netbook,11.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,0.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10 S,1.2,31110
HP,15 BS026nv,Notebook,15.6,1366x768,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,AMD,Radeon 520,Windows 10,1.91,56638
Lenovo,Yoga 920 13IKB,2 in 1 Convertible,13.9,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.4,146308
Lenovo,IdeaPad 320 14IAP,Notebook,14.0,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 500,Windows 10,2.1,27358
Lenovo,Chromebook N23,Netbook,11.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3060,1.6,4,16.0,0.0,0.0,0.0,Intel,HD Graphics 400,Chrome OS,1.25,24248
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.44,86834
Asus,ZenBook UX510UX CN211T,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.0,111996
Acer,Aspire A515 51G,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,4,0.0,0.0,1000.0,0.0,Nvidia,GeForce MX150,Windows 10,2.2,56090
HP,Envy 13 AB002nv,Ultrabook,13.3,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,512.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.34,121054
Lenovo,Legion Y520 15IKBN,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,2.4,105134
Dell,XPS 13,Ultrabook,13.3,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,128.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.29,82258
Acer,Aspire A515 51G,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,4,0.0,0.0,500.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.2,58468
Dell,Vostro 5568,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.18,76494
Dell,Inspiron 5570,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,16,256.0,0.0,2000.0,0.0,AMD,Radeon 530,Windows 10,2.2,111560
Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,16,256.0,0.0,0.0,0.0,Nvidia,GeForce MX150,Windows 10,1.95,128095
Asus,VivoBook E12,Netbook,11.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,2,0.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10,1.1,22418
HP,15 bs190od,Notebook,15.6,1366x768,0,0,0,Intel,i5,8250U,1.6,4,0.0,0.0,1000.0,0.0,Intel,UHD Graphics 620,Windows 10,2.04,47715
Asus,ROG Zephyrus,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,24,512.0,0.0,0.0,0.0,Nvidia,GeForce GTX1080,Windows 10,2.24,271572
HP,Probook 450,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 930MX,Windows 10,2.04,81344
Asus,FX753VE GC155T,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX1050 Ti,Windows 10,3.0,137616
Lenovo,Legion Y720 15IKB,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,3.2,128008
HP,Spectre X360,Ultrabook,13.3,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.32,128008
Dell,Latitude 5480,Notebook,14.0,1920x1080,0,0,0,Intel,i5,7300U,2.6,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.64,117095
HP,ProBook 440,Notebook,15.6,1366x768,0,0,0,Intel,i3,6006U,2.0,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.63,63044
Dell,Inspiron 5770,Notebook,17.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,128.0,0.0,1000.0,0.0,AMD,Radeon 530,Linux,2.8,81344
Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,0,0,0,Intel,i5,6200U,2.3,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 7,2.02,122610
Lenovo,IdeaPad 320 15IKB,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,4,0.0,0.0,1000.0,0.0,Nvidia,GeForce 920MX,Windows 10,2.2,73108
Lenovo,IdeaPad 320 15ISK,Notebook,15.6,1366x768,0,0,0,Intel,i3,6006U,2.0,8,0.0,0.0,2000.0,0.0,Nvidia,GeForce 920MX,Windows 10,2.2,41998
Dell,Inspiron 3567,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,4,0.0,0.0,500.0,0.0,AMD,Radeon R5 M430,Windows 10,2.3,53528
Dell,Latitude 5580,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7440HQ,2.8,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.9,125996
Dell,Alienware 17,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1070,Windows 10,4.42,275668
Toshiba,Satellite Pro,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,0.0,0.0,500.0,0.0,Intel,HD Graphics 620,Windows 10,2.0,78690
Asus,Zenbook UX510UW FI095T,Notebook,15.6,3840x2160,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 960M,Windows 10,2.0,118858
Mediacom,SmartBook Edge,Notebook,13.3,1920x1080,0,0,0,Intel,Celeron Quad Core,N3450,1.1,4,32.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10,1.2,33764
Asus,ROG Strix,Gaming,15.6,1920x1080,0,0,0,Intel,i5,7300HQ,2.5,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,2.3,150884
Dell,Latitude 5580,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7600U,2.8,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 930MX,Windows 10,1.93,125264
Dell,Inspiron 5570,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,AMD,Radeon 530,Windows 10,2.2,72963
HP,250 G6,Notebook,15.6,1920x1080,0,0,0,Intel,Pentium Quad Core,N3710,1.6,4,256.0,0.0,0.0,0.0,Intel,HD Graphics 405,Windows 10,1.86,36508
HP,Omen 15 ce006nv,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,12,0.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,2.62,164608
Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 940MX,Windows 10,1.87,78598
Dell,XPS 13,Ultrabook,13.3,3200x1800,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.2,128008
Dell,Vostro 5468,Notebook,14.0,1920x1080,0,0,0,Intel,i3,6006U,2.0,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.6,67332
HP,Envy 13 AB020nr,Ultrabook,13.3,3200x1800,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.34,104768
Acer,Aspire 7,Gaming,15.6,1920x1080,0,0,0,Intel,i5,7300HQ,2.5,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Linux,2.4,73017
Asus,VivoBook X540YA XX519T,Notebook,15.6,1366x768,0,0,0,AMD,E,7110U,1.8,4,0.0,0.0,500.0,0.0,AMD,Radeon R2 Graphics,Windows 10,2.0,31934
HP,ProBook 450,Notebook,15.6,1920x1080,0,0,0,Intel,i3,7100U,2.4,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,2.1,64553
Lenovo,ThinkPad E470,Notebook,14.0,1920x1080,0,0,0,Intel,i5,7200U,2.5,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 620,Windows 10,1.87,71828
Lenovo,V310 15ISK,Notebook,15.6,1920x1080,0,0,0,Intel,i5,6200U,2.3,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 520,Windows 10,2.15,42305
HP,250 G6,Notebook,15.6,1920x1080,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 520,Windows 10,1.86,36326
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,512.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.99,158204
Lenovo,IdeaPad 320 15ISK,Notebook,15.6,1920x1080,0,0,0,Intel,i3,6006U,2.0,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,2.2,45658
Dell,Latitude 5580,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.9,102205
Dell,Alienware 17,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1070,Windows 10,4.42,246958
HP,17 X047na,Notebook,17.3,1600x900,0,0,0,Intel,i3,6006U,2.0,8,0.0,0.0,1000.0,0.0,Intel,HD Graphics 520,Windows 10,2.65,49790
HP,ProBook 470,Notebook,17.3,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce 930MX,Windows 10,2.63,117120
Asus,A541NA GO342,Notebook,15.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 500,Linux,2.0,20496
Mediacom,SmartBook 130,Notebook,13.3,1920x1080,0,0,0,Intel,Atom_x5,Z8350,1.44,4,0.0,0.0,0.0,0.0,Intel,HD Graphics,Windows 10,1.35,23332
Lenovo,IdeaPad 320 17IKB,Notebook,17.3,1600x900,0,0,0,Intel,i7,7500U,2.7,6,128.0,0.0,1000.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.8,86834
HP,15 bw007nv,Notebook,15.6,1920x1080,0,0,0,AMD,A10,9620P,2.5,6,128.0,0.0,0.0,0.0,AMD,Radeon 530,Windows 10,1.91,52054
Dell,Vostro 3568,Notebook,15.6,1366x768,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,1000.0,0.0,AMD,Radeon R5 M420,Windows 10,2.18,56538
Acer,Spin SP111 31,2 in 1 Convertible,11.6,1920x1080,0,0,0,Intel,Celeron Dual Core,N3350,2.0,4,0.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10,1.25,31934
Lenovo,V330 15IKB,Notebook,15.6,1920x1080,0,0,0,Intel,i3,7130U,2.7,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,2.05,57645
HP,EliteBook 1030,Ultrabook,13.3,3200x1800,0,0,0,Intel,M,6Y75,1.2,16,512.0,0.0,0.0,0.0,Intel,HD Graphics 515,Windows 10,1.16,179798
Lenovo,Thinkpad P71,Notebook,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,256.0,0.0,0.0,0.0,Nvidia,Quadro M620M,Windows 10,3.4,274408
Asus,FX553VD DM627T,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7300HQ,2.5,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.5,76768
Dell,XPS 13,Ultrabook,13.3,3840x2160,0,0,0,Intel,i5,8250U,1.6,8,128.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.21,146308
Dell,Latitude 5580,Notebook,15.6,1366x768,0,0,0,Intel,i5,7300U,2.6,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 620,Windows 10,1.93,87748
Fujitsu,Lifebook A557,Notebook,15.6,1366x768,0,0,0,Intel,i5,7200U,2.5,8,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.2,67618
Lenovo,IdeaPad 320 15IAP,Notebook,15.6,1920x1080,0,0,0,Intel,Pentium Quad Core,N4200,1.1,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 505,Windows 10,2.2,31476
Lenovo,ThinkPad L470,Notebook,14.0,1366x768,0,0,0,Intel,i5,7200U,2.5,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 620,Windows 10,2.02,90585
HP,ZBook 17,Workstation,17.3,1600x900,0,0,0,Intel,i5,7440HQ,2.8,8,0.0,0.0,500.0,0.0,Nvidia,Quadro M1200,Windows 10,3.14,170281
